ein_fk,ein_pk,ntee_irs_code,ntee_nccs_code,ntee_modern_code,nccs_level_1_category,nccs_level_2_category,nccs_level_3_category,total_revenue,total_income,total_assets,city,state,zipcode,street_address,census_cbsa_fips_code,census_cbsa_name,census_block_fips_code,census_urban_area,census_state_abbreviation,census_county_name,address_full,address_matched,latitude,longitude,geocoder_confidence_score,geocoder_match_type,bmf_subsection_code,bmf_status_code,bmf_private_foundation_filing_required,bmf_organization_code,bmf_income_code,bmf_group_exemption_number,bmf_foundation_code,bmf_filing_requirement_code,bmf_deductibility_code,bmf_classification_code,bmf_asset_code,bmf_affiliation_code,organization_ruling_date,organization_fiscal_year,organization_ruling_year,organization_first_year,organization_last_year,organization_year_count,organization_personal_ico,org_name_secondary,org_name,organization_fiscal_period
,002147725,X20,X20,REL-X20-RG,501CX NONPROFIT,O,RE,,0.0,0.0,TRAVERSE CITY,MI,49684-2730,,45900,"Traverse City, MI",260555514003000,U,MI,,"TRAVERSE CITY,MI,49684-2730","49684, Traverse City, Michigan",44.7546650000001,-85.625325,100.0,M,,,,,,,,,,,,,,,,1989-01-01,1989-01-01,,,,SACRAMENTAL MARRIAGE OF GAYLORD DIOCESE INC,6
,002148030,Y42,Y42,MMB-Y42-RG,501CX NONPROFIT,M,MO,,0.0,0.0,GRAND RAPIDS,MI,49503-0000,,24340,"Grand Rapids-Kentwood, MI",260810020002003,U,MI,,"GRAND RAPIDS,MI,49503-0000","49503, Grand Rapids, Michigan",42.9632,-85.668265,100.0,M,,,,,,,,,,,,,,,,1989-01-01,1989-01-01,,,,GRAND RAPIDS FOUNDATION,6
,002148255,T90,T90,PSB-T90-RG,501C3 PRIVATE FOUNDATION,S,ZF,,0.0,0.0,GRAND RAPIDS,MI,49502,300 OLD KENT BLDG,24340,"Grand Rapids-Kentwood, MI",260810020001025,U,MI,,"300 OLD KENT BLDG,GRAND RAPIDS,MI,49502","49502, Grand Rapids, Michigan",42.96642,-85.67195,87.5,M,3,,,,,0.0,4,0,,,,,1955-09-01,2011-01-01,1955-01-01,1989-01-01,2011-01-01,,,,WALTER D IDEMA CHARITABLE TRUST,9
,002148269,T20,T20,PSB-T20-RG,501CX NONPROFIT,S,ZC,,0.0,0.0,GRAND RAPIDS,MI,49502-0000,,24340,"Grand Rapids-Kentwood, MI",260810032004007,U,MI,,"GRAND RAPIDS,MI,49502-0000","49502-0000, Grand Rapids, Michigan",42.946992,-85.643028,100.0,M,,,,,,,,,,,,,,,,1989-01-01,1989-01-01,,,,DEXTER INDUSTRIES CHARITABLE FUND,6
,002148271,T20,T20,PSB-T20-RG,501CX NONPROFIT,S,ZC,,0.0,0.0,GRAND RAPIDS,MI,49502-0000,,24340,"Grand Rapids-Kentwood, MI",260810032004007,U,MI,,"GRAND RAPIDS,MI,49502-0000","49502-0000, Grand Rapids, Michigan",42.946992,-85.643028,100.0,M,,,,,,,,,,,,,,,,1989-01-01,1989-01-01,,,,STEELCASE FOUNDATION,6
,002148305,T20,T20,PSB-T20-RG,501CX NONPROFIT,S,ZC,,0.0,0.0,MARQUETTE,MI,49855-0000,,32100,"Marquette, MI",261030002003014,U,MI,,"MARQUETTE,MI,49855-0000","49855, Marquette, Michigan",46.5507200000001,-87.39474,100.0,M,,,,,,,,,,,,,,,,1989-01-01,1989-01-01,,,,WERNER ENDOWMENT FUND 171,6
,002148346,T20,T20,PSB-T20-RG,501CX NONPROFIT,S,ZC,,0.0,0.0,EAST DETROIT,MI,48021-0000,,19820,"Detroit-Warren-Dearborn, MI",260992587003009,U,MI,,"EAST DETROIT,MI,48021-0000","48021, Eastpointe, Michigan",42.4595400000001,-82.96113,99.9,M,,,,,,,,,,,,,,,,1989-01-01,1989-01-01,,,,GERALD W CHAMBERLIN FOUNDATION INC,6
,002148468,T20,T20,PSB-T20-RG,501CX NONPROFIT,S,ZC,,0.0,0.0,BENTON HARBOR,MI,49022-0273,,35660,"Niles, MI",260210004001016,U,MI,,"BENTON HARBOR,MI,49022-0273","49022, Benton Harbor, Michigan",42.11121,-86.452055,100.0,M,,,,,,,,,,,,,,,,1989-01-01,1989-01-01,,,,STANLEY O MILLER CHARITABLE FUND,6
,002148508,T20,T20,PSB-T20-RG,501CX NONPROFIT,S,ZC,,0.0,0.0,WHITE PLAINS,NY,10602-0000,,35620,"New York-Newark-Jersey City, NY-NJ-PA",361190093002000,U,NY,,"WHITE PLAINS,NY,10602-0000","10602, White Plains, New York",41.0312495000001,-73.7668232,100.0,M,,,,,,,,,,,,,,,,1989-01-01,1989-01-01,,,,HENRY REICHHOLD FOUNDATION,6
,002148530,T20,T20,PSB-T20-RG,501CX NONPROFIT,S,ZC,,0.0,0.0,KALAMAZOO,MI,49006-0000,,28020,"Kalamazoo-Portage, MI",260770005004007,U,MI,,"KALAMAZOO,MI,49006-0000","49006, Kalamazoo, Michigan",42.2932950000001,-85.606425,100.0,M,,,,,,,,,,,,,,,,1989-01-01,1989-01-01,,,,VICKSBURG FOUNDATION,6
,002148618,E11,B11,EDU-B00-MS,501CX NONPROFIT,S,ZA,,0.0,0.0,EAST LANSING,MI,48823-2605,,29620,"Lansing-East Lansing, MI",260650038022000,U,MI,,"EAST LANSING,MI,48823-2605","48823-2605, East Lansing, Michigan",42.746958,-84.484818,100.0,M,,,,,,,,,,,,,,,,1989-01-01,1989-01-01,,,,MICHIGAN FOUNDATION FOR MEDICAL & HEALTH EDUCATION,6
,002148649,T20,T20,PSB-T20-RG,501CX NONPROFIT,S,ZC,,0.0,0.0,ALPENA,MI,49707-2822,,10980,"Alpena, MI",260070008002016,U,MI,,"ALPEMI,49707-2822","49707-2822, Alpena, Michigan",45.060354,-83.4320295,84.0,M,,,,,,,,,,,,,,,,1989-01-01,1989-01-01,,,,BESSER FOUNDATION,6
,002148691,T20,T20,PSB-T20-RG,501CX NONPROFIT,S,ZC,,0.0,0.0,GRAND RAPIDS,MI,49503-1732,,24340,"Grand Rapids-Kentwood, MI",260810012004002,U,MI,,"GRAND RAPIDS,MI,49503-1732","49503-1732, Grand Rapids, Michigan",42.976269,-85.654449,100.0,M,,,,,,,,,,,,,,,,1989-01-01,1989-01-01,,,,WILLIAM & SARAH SEIDMAN FOUNDATION,6
,002148803,T20,T20,PSB-T20-RG,501CX NONPROFIT,S,ZC,,0.0,0.0,LANSING,MI,48910-1008,,29620,"Lansing-East Lansing, MI",260650023003000,U,MI,,"LANSING,MI,48910-1008","48910, Lansing, Michigan",42.709665,-84.548005,100.0,M,,,,,,,,,,,,,,,,1989-01-01,1989-01-01,,,,TALBERT AND LEOTA ABRAMS FOUNDATION,6
,002148810,T20,T20,PSB-T20-RG,501CX NONPROFIT,S,ZC,,0.0,0.0,DETROIT,MI,48221-0000,,19820,"Detroit-Warren-Dearborn, MI",261635385003008,U,MI,,"DETROIT,MI,48221-0000","48221, Detroit, Michigan",42.41986,-83.1431,100.0,M,,,,,,,,,,,,,,,,1989-01-01,1989-01-01,,,,DRUSILLA FARWELL FOUNDATION,6
,002148827,T20,T20,PSB-T20-RG,501CX NONPROFIT,S,ZC,,0.0,0.0,GRAND RAPIDS,MI,49502-0000,,24340,"Grand Rapids-Kentwood, MI",260810032004007,U,MI,,"GRAND RAPIDS,MI,49502-0000","49502-0000, Grand Rapids, Michigan",42.946992,-85.643028,100.0,M,,,,,,,,,,,,,,,,1989-01-01,1989-01-01,,,,SILAS F & ESTELLE J ALBERT FOUNDATION,6
,002148874,T20,T20,PSB-T20-RG,501CX NONPROFIT,S,ZC,,0.0,0.0,HIGHLAND PARK,MI,48231-0000,,19820,"Detroit-Warren-Dearborn, MI",261639853001015,U,MI,,"HIGHLAND PARK,MI,48231-0000","48231, Detroit, Michigan",42.325025,-83.06058,85.0,M,,,,,,,,,,,,,,,,1989-01-01,1989-01-01,,,,CHRYSLER CORPORATION FUND,6
,002149039,N63,N63,HMS-N63-RG,501CX NONPROFIT,O,HS,,0.0,0.0,GRANDVILLE,MI,49418-1041,,24340,"Grand Rapids-Kentwood, MI",260810130002018,U,MI,,"GRANDVILLE,MI,49418-1041","49418, Grandville, Michigan",42.909275,-85.75974,100.0,M,,,,,,,,,,,,,,,,1989-01-01,1989-01-01,,,,PINERY PARK LITTLE LEAGUE,6
,002149208,B82,B82,EDU-B82-RG,501CX NONPROFIT,O,ED,,0.0,0.0,HARBOR BEACH,MI,48441-1219,,,,260639512004034,R,MI,,"HARBOR BEACH,MI,48441-1219","48441-1219, Harbor Beach, Michigan",43.841601,-82.656279,100.0,M,,,,,,,,,,,,,,,,1989-01-01,1989-01-01,,,,HARBOR BEACH STUDENT LOAN FUND ASSOCIATION,6
,002149415,T70,T70,PSB-T70-RG,501CX NONPROFIT,S,ZE,,0.0,0.0,EAST JORDAN,MI,49727-0592,,,,260290011001043,R,MI,,"EAST JORDAN,MI,49727-0592","49727-0592, East Jordan, Michigan",45.145206,-85.1239485,100.0,M,,,,,,,,,,,,,,,,1989-01-01,1989-01-01,,,,EAST JORDAN COMMUNITY CHEST,6
,002149502,T90,T90,PSB-T90-RG,501CX NONPROFIT,S,ZF,,0.0,0.0,FLINT,MI,48502-1943,,22420,"Flint, MI",260490028001059,U,MI,,"FLINT,MI,48502-1943","48502-1943, Flint, Michigan",43.01712,-83.691792,100.0,M,,,,,,,,,,,,,,,,1989-01-01,1989-01-01,,,,FRED FULLER TR UW 2977 NECT,6
,002149602,B82,B82,EDU-B82-RG,501CX NONPROFIT,O,ED,,0.0,0.0,SOUTHFIELD,MI,48076-0000,,19820,"Detroit-Warren-Dearborn, MI",261251600003020,U,MI,,"SOUTHFIELD,MI,48076-0000","48076, Southfield, Michigan",42.493275,-83.222145,100.0,M,,,,,,,,,,,,,,,,1989-01-01,1989-01-01,,,,RUDOLPH A LIGHT SCHOLARSHIP FOUNDATION,6
,002149626,A23,C42,ENV-C42-RG,501CX NONPROFIT,O,AR,,0.0,0.0,BELLEVUE,MI,49021-0000,,29620,"Lansing-East Lansing, MI",260450208003054,R,MI,,"BELLEVUE,MI,49021-0000","49021, Bellevue, Michigan",42.4454500000001,-85.016885,100.0,M,,,,,,,,,,,,,,,,1989-01-01,1989-01-01,,,,DOTY NATIVE FLOWER GARDEN ASSOCIATION,6
,002149642,Z99,Z99,UNU-Z99-RG,501CX NONPROFIT,O,UN,,0.0,0.0,MIDLAND,MI,48640-5681,,33220,"Midland, MI",261112906002011,U,MI,,"MIDLAND,MI,48640-5681","48640-5681, Midland, Michigan",43.610823,-84.223989,100.0,M,,,,,,,,,,,,,,,,1989-01-01,1989-01-01,,,,ARNOLD CENTER INC,6
,002149664,B82,B82,EDU-B82-RG,501CX NONPROFIT,O,ED,,0.0,0.0,BAY CITY,MI,48707-0159,,13020,"Bay City, MI",260172865001055,U,MI,,"BAY CITY,MI,48707-0159","48707-0159, Bay City, Michigan",43.600527,-83.8873485,100.0,M,,,,,,,,,,,,,,,,1989-01-01,1989-01-01,,,,U OF M SCHOLARSHIP FUND OF BAY CITY,6
,002149888,T20,T20,PSB-T20-RG,501CX NONPROFIT,S,ZC,,0.0,0.0,DETROIT,MI,48243-0000,,19820,"Detroit-Warren-Dearborn, MI",261635172002008,U,MI,,"DETROIT,MI,48243-0000","48243, Detroit, Michigan",42.32998,-83.04052,100.0,M,,,,,,,,,,,,,,,,1989-01-01,1989-01-01,,,,MCGRAW FOUNDATION,6
,002149924,T20,T20,PSB-T20-RG,501CX NONPROFIT,S,ZC,,0.0,0.0,DETROIT,MI,48208-1285,,19820,"Detroit-Warren-Dearborn, MI",261635224001012,U,MI,,"DETROIT,MI,48208-1285","48208-1285, Detroit, Michigan",42.364386,-83.088522,100.0,M,,,,,,,,,,,,,,,,1989-01-01,1989-01-01,,,,GORDY FOUNDATION INCORPORATED,6
,002150041,T20,T20,PSB-T20-RG,501CX NONPROFIT,S,ZC,,0.0,0.0,GROSSE POINTE WOODS,MI,48236-1763,,19820,"Detroit-Warren-Dearborn, MI",261635511003016,U,MI,,"GROSSE POINTE WOODS,MI,48236-1763","48236, Grosse Pointe Woods, Michigan",42.4367207444607,-82.8998344989628,100.0,M,,,,,,,,,,,,,,,,1989-01-01,1989-01-01,,,,EDWARD C AND HAZEL L STEPHENSON FOUNDATION,6
,002150176,E11,E11,HEL-E00-MS,501CX NONPROFIT,S,ZA,,0.0,0.0,GRAND RAPIDS,MI,49501-4926,,24340,"Grand Rapids-Kentwood, MI",260810020001006,U,MI,,"GRAND RAPIDS,MI,49501-4926","49501, Grand Rapids, Michigan",42.970375,-85.6730699999999,100.0,M,,,,,,,,,,,,,,,,1989-01-01,1989-01-01,,,,AGNES C MCKAY MEDICAL RESEARCH TRUST FUND 02-15-095730-8,6
,002150252,T90,T90,PSB-T90-RG,501CX NONPROFIT,S,ZF,,0.0,0.0,FLINT,MI,48502-0000,,22420,"Flint, MI",260490028001068,U,MI,,"FLINT,MI,48502-0000","48502, Flint, Michigan",43.01361,-83.68875,100.0,M,,,,,,,,,,,,,,,,1989-01-01,1989-01-01,,,,AGNES BOWER CHARITABLE TRUST,6
,002150865,T20,T20,PSB-T20-RG,501CX NONPROFIT,S,ZC,,0.0,0.0,MADISON,WI,53707-7900,,31540,"Madison, WI",550250027003032,U,WI,,"MADISON,WI,53707-7900","53707-7900, Madison, Wisconsin",43.098372,-89.318241,100.0,M,,,,,,,,,,,,,,,,1989-01-01,1989-01-01,,,,FREDA MEYERS NISHAN FOUNDATION,6
,002151317,C05,C05,ENV-C00-RP,501CX NONPROFIT,O,EN,,0.0,0.0,MADISON,WI,53705-2295,,31540,"Madison, WI",550250101001015,U,WI,,"MADISON,WI,53705-2295","53705, Madison, Wisconsin",43.0771980000001,-89.4409554,100.0,M,,,,,,,,,,,,,,,,1989-01-01,1989-01-01,,,,FOREST PRODUCTS RESEARCH SOCIETY,6
,002151475,B43,B43,UNI-B43-RG,501CX NONPROFIT,O,ED,,0.0,0.0,WAUKESHA,WI,53186-5594,,33340,"Milwaukee-Waukesha, WI",551332025004005,U,WI,,"WAUKESHA,WI,53186-5594","53186-5594, Waukesha, Wisconsin",43.005933,-88.217001,100.0,M,,,,,,,,,,,,,,,,1989-01-01,1989-01-01,,,,CARROLL COLLEGE,6
,002152071,E11,E11,HEL-E00-MS,501CX NONPROFIT,S,ZA,,0.0,0.0,JANESVILLE,WI,53545-2981,,27500,"Janesville-Beloit, WI",551050006002038,U,WI,,"JANESVILLE,WI,53545-2981","53545, Janesville, Wisconsin",42.6878850000001,-89.019245,100.0,M,,,,,,,,,,,,,,,,1989-01-01,1989-01-01,,,,MERCY HOSPITAL AUXILIARY INC,6
,002152445,T20,T20,PSB-T20-RG,501CX NONPROFIT,S,ZC,,0.0,0.0,KILMARNOCK,VA,22482-1479,,,,511330203023033,R,VA,,"KILMARNOCK,VA,22482-1479","22482-1479, Kilmarnock, Virginia",37.721493,-76.3554195,100.0,M,,,,,,,,,,,,,,,,1989-01-01,1989-01-01,,,,HAROLD F AND SUZANNE D FALK FOUNDATION INC,6
,002153560,B99,B99,EDU-B99-RG,501CX NONPROFIT,O,ED,,0.0,0.0,MADISON,WI,53703-2213,,31540,"Madison, WI",550250016044005,U,WI,,"MADISON,WI,53703-2213","53703-2213, Madison, Wisconsin",43.075062,-89.38971,100.0,M,,,,,,,,,,,,,,,,1989-01-01,1989-01-01,,,,EDUCATION FOR HUMAN DIGNITY INCORPORATED,6
,002153894,Z99,Z99,UNU-Z99-RG,501CX NONPROFIT,O,UN,,0.0,0.0,MENOMONIE,WI,54751-0000,,32860,"Menomonie, WI",550339708023034,U,WI,,"MENOMONIE,WI,54751-0000","54751, Menomonie, Wisconsin",44.872375,-91.918225,100.0,M,,,,,,,,,,,,,,,,1989-01-01,1989-01-01,,,,FRIENDS OF 28 INC,6
,002153936,A62,A62,ART-A62-RG,501CX NONPROFIT,O,AR,,0.0,0.0,MILWAUKEE,WI,53215-1115,,33340,"Milwaukee-Waukesha, WI",550790160002003,U,WI,,"MILWAUKEE,WI,53215-1115","53215-1115, Milwaukee, Wisconsin",43.021566,-87.957351,100.0,M,,,,,,,,,,,,,,,,1989-01-01,1989-01-01,,,,DANCE CIRCUS LTD,6
,002154435,N67,N67,HMS-N67-RG,501CX NONPROFIT,O,HS,,0.0,0.0,MILWAUKEE,WI,53202-3098,,33340,"Milwaukee-Waukesha, WI",550791869001001,U,WI,,"MILWAUKEE,WI,53202-3098","53202-3098, Milwaukee, Wisconsin",43.046811,-87.896412,100.0,M,,,,,,,,,,,,,,,,1989-01-01,1989-01-01,,,,MILWAUKEE COMMUNITY SAILING CENTER INC,6
,002154467,A23,A23,ART-A23-RG,501CX NONPROFIT,O,AR,,0.0,0.0,MILWAUKEE,WI,53202-0884,,33340,"Milwaukee-Waukesha, WI",550790144003000,U,WI,,"MILWAUKEE,WI,53202-0884","53202, Milwaukee, Wisconsin",43.0437250000001,-87.90527,100.0,M,,,,,,,,,,,,,,,,1989-01-01,1989-01-01,,,,MILWAUKEE HISPANIC ARTS COUNCIL INC,6
,002154926,E11,E11,HEL-E00-MS,501CX NONPROFIT,S,ZA,,0.0,0.0,LA CROSSE,WI,54601-5429,,29100,"La Crosse-Onalaska, WI-MN",550630009002031,U,WI,,"LA CROSSE,WI,54601-5429","54601-5429, La Crosse, Wisconsin",43.795062,-91.246842,100.0,M,,,,,,,,,,,,,,,,1989-01-01,1989-01-01,,,,ADOLF GUNDERSON MEDICAL FOUNDATION,6
,002155048,T90,T90,PSB-T90-RG,501CX NONPROFIT,S,ZF,,0.0,0.0,MADISON,WI,53707-7900,,31540,"Madison, WI",550250027003032,U,WI,,"MADISON,WI,53707-7900","53707-7900, Madison, Wisconsin",43.098372,-89.318241,100.0,M,,,,,,,,,,,,,,,,1989-01-01,1989-01-01,,,,THERESA CATHERINE MULLER TRUST,6
,002155053,T90,T90,PSB-T90-RG,501CX NONPROFIT,S,ZF,,0.0,0.0,MADISON,WI,53707-7900,,31540,"Madison, WI",550250027003032,U,WI,,"MADISON,WI,53707-7900","53707-7900, Madison, Wisconsin",43.098372,-89.318241,100.0,M,,,,,,,,,,,,,,,,1989-01-01,1989-01-01,,,,CLARA M JOSS TRUST,6
,002155157,T20,T20,PSB-T20-RG,501CX NONPROFIT,S,ZC,,0.0,0.0,APPLETON,WI,54911-0000,,11540,"Appleton, WI",550870103001010,U,WI,,"APPLETON,WI,54911-0000","54911, Appleton, Wisconsin",44.2670900000001,-88.40594,100.0,M,,,,,,,,,,,,,,,,1989-01-01,1989-01-01,,,,KINGS DAUGHTERS FOUNDATION,6
,002155273,T20,T20,PSB-T20-RG,501CX NONPROFIT,S,ZC,,0.0,0.0,WAUKESHA,WI,53186-4335,,33340,"Milwaukee-Waukesha, WI",551332026002005,U,WI,,"WAUKESHA,WI,53186-4335","53186, Waukesha, Wisconsin",43.0078500000001,-88.227275,100.0,M,,,,,,,,,,,,,,,,1989-01-01,1989-01-01,,,,JAMES E DELONG CHARITABLE FOUNDATION INC,6
,002155399,T20,T20,PSB-T20-RG,501CX NONPROFIT,S,ZC,,0.0,0.0,POMPANO BEACH,FL,33062-5017,,33100,"Miami-Fort Lauderdale-Pompano Beach, FL",120110312042002,U,FL,,"POMPANO BEACH,FL,33062-5017","33062-5017, Pompano Beach, Florida",26.237043,-80.092062,100.0,M,,,,,,,,,,,,,,,,1989-01-01,1989-01-01,,,,TAYLOR FAMILY FOUNDATION INC,6
,002155533,T20,T20,PSB-T20-RG,501CX NONPROFIT,S,ZC,,0.0,0.0,LITTLE ROCK,AR,72209-4327,,30780,"Little Rock-North Little Rock-Conway, AR",51190020023019,U,AR,,"LITTLE ROCK,AR,72209-4327","72209, Little Rock, Arkansas",34.6844315000001,-92.3331621,100.0,M,,,,,,,,,,,,,,,,1989-01-01,1989-01-01,,,,HERBST FOUNDATION INC,6
,002155667,T20,T20,PSB-T20-RG,501CX NONPROFIT,S,ZC,,0.0,0.0,SHEBOYGAN,WI,53081-4964,,43100,"Sheboygan, WI",551170008003010,U,WI,,"SHEBOYGAN,WI,53081-4964","53081, Sheboygan, Wisconsin",43.73472,-87.71912,100.0,M,,,,,,,,,,,,,,,,1989-01-01,1989-01-01,,,,LAKELAND FOUNDATION INC,6
,002155795,U30,U30,PSB-U30-RG,501CX NONPROFIT,O,PB,,0.0,0.0,MILWAUKEE,WI,53209-5830,,33340,"Milwaukee-Waukesha, WI",550790026001007,U,WI,,"MILWAUKEE,WI,53209-5830","53209-5830, Milwaukee, Wisconsin",43.103718,-87.9649515,100.0,M,,,,,,,,,,,,,,,,1989-01-01,1989-01-01,,,,YOUTH AND AVIATION INC,6
,002155846,T20,T20,PSB-T20-RG,501CX NONPROFIT,S,ZC,,0.0,0.0,MILWAUKEE,WI,53203-2103,,33340,"Milwaukee-Waukesha, WI",550791863001041,U,WI,,"MILWAUKEE,WI,53203-2103","53203, Milwaukee, Wisconsin",43.039385,-87.916045,100.0,M,,,,,,,,,,,,,,,,1989-01-01,1989-01-01,,,,LEWENAUER FAMILY FOUNDATION INC,6
,002155960,T20,T20,PSB-T20-RG,501CX NONPROFIT,S,ZC,,0.0,0.0,MILWAUKEE,WI,53216-2196,,33340,"Milwaukee-Waukesha, WI",550790036002014,U,WI,,"MILWAUKEE,WI,53216-2196","53216-2196, Milwaukee, Wisconsin",43.08948,-87.987609,100.0,M,,,,,,,,,,,,,,,,1989-01-01,1989-01-01,,,,ROBERT W PIEPER AND JOSEPHINE PIEPER FOUNDATION INC,6
,002155994,T20,T20,PSB-T20-RG,501CX NONPROFIT,S,ZC,,0.0,0.0,NAPLES,FL,33940-7807,,37860,"Pensacola-Ferry Pass-Brent, FL",121130108281015,U,FL,,"NAPLES,FL,33940-7807","Naples Ln, Navarre, Florida, 32566",30.4181646768279,-86.8211256070795,79.31,T,,,,,,,,,,,,,,,,1989-01-01,1989-01-01,,,,BOSWORTH FAMILY FOUNDATION INC,6
,002156216,P82,P82,HMS-P82-RG,501CX NONPROFIT,O,HS,,0.0,0.0,MIDDLETON,WI,53562-1743,,31540,"Madison, WI",550250109081069,U,WI,,"MIDDLETON,WI,53562-1743","53562-1743, Middleton, Wisconsin",43.105266,-89.5145085,100.0,M,,,,,,,,,,,,,,,,1989-01-01,1989-01-01,,,,WISCONSIN ASSOCIATION FOR RETARDED CITIZENS INC MADISON AREA,6
,002156237,T20,T20,PSB-T20-RG,501CX NONPROFIT,S,ZC,,0.0,0.0,MILWAUKEE,WI,53201-1215,,33340,"Milwaukee-Waukesha, WI",550791874003003,U,WI,,"MILWAUKEE,WI,53201-1215","53201-1215, Milwaukee, Wisconsin",43.034607,-87.9149205,100.0,M,,,,,,,,,,,,,,,,1989-01-01,1989-01-01,,,,BRADLEY FAMILY FOUNDATION INC,6
,002156244,T20,T20,PSB-T20-RG,501CX NONPROFIT,S,ZC,,0.0,0.0,PHOENIX,AZ,85073-0000,,38060,"Phoenix-Mesa-Chandler, AZ",40131066001010,U,AZ,,"PHOENIX,AZ,85073-0000","85073-0000, Phoenix, Arizona",33.526638,-112.078008,100.0,M,,,,,,,,,,,,,,,,1989-01-01,1989-01-01,,,,LORRAINE MULBERGER FOUNDATION INC,6
,002156258,T90,T90,PSB-T90-RG,501CX NONPROFIT,S,ZF,,0.0,0.0,FORT LAUDERDALE,FL,33308-0000,,33100,"Miami-Fort Lauderdale-Pompano Beach, FL",120110403002015,U,FL,,"FORT LAUDERDALE,FL,33308-0000","33308, Fort Lauderdale, Florida",26.186855,-80.116695,100.0,M,,,,,,,,,,,,,,,,1989-01-01,1989-01-01,,,,SAMUEL M SOREF CHARITABLE TRUST,6
,002156307,T90,T90,PSB-T90-RG,501CX NONPROFIT,S,ZF,,0.0,0.0,MADISON,WI,53707-7900,,31540,"Madison, WI",550250027003032,U,WI,,"MADISON,WI,53707-7900","53707-7900, Madison, Wisconsin",43.098372,-89.318241,100.0,M,,,,,,,,,,,,,,,,1989-01-01,1989-01-01,,,,HARRY STEENBOCK TRUST,6
,002159059,F32,F32,HEL-F32-RG,501CX NONPROFIT,O,HE,,0.0,0.0,AUSTIN,MN,55912-0351,,12380,"Austin, MN",270990003003008,U,MN,,"AUSTIN,MN,55912-0351","55912-0351, Austin, Minnesota",43.672248,-92.982168,100.0,M,,,,,,,,,,,,,,,,1989-01-01,1989-01-01,,,,MOWER COUNTY CENTERS FOR THE DEVELOPMENTALLY DISABLED INC,6
,002159217,A6B,A6B,ART-A6B-RG,501CX NONPROFIT,O,AR,,0.0,0.0,DULUTH,MN,55802-0000,,20260,"Duluth, MN-WI",271370019001031,U,MN,,"DULUTH,MN,55802-0000","55802, Duluth, Minnesota",46.784255,-92.100745,100.0,M,,,,,,,,,,,,,,,,1989-01-01,1989-01-01,,,,BOYS CHORUS ASSOCIATION DULUTH,6
,002159288,P82,P82,HMS-P82-RG,501CX NONPROFIT,O,HS,,0.0,0.0,MENDOTA,MN,55050-0000,,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",270370605054000,U,MN,,"MENDOTA,MN,55050-0000","Mendota Rd, Saint Paul, Minnesota, 55118",44.8835668853422,-93.0805364224964,80.32,T,,,,,,,,,,,,,,,,1989-01-01,1989-01-01,,,,DEVELOPMENTAL LEARNING CENTER INC,6
,002159362,F32,F32,HEL-F32-RG,501CX NONPROFIT,O,HE,,0.0,0.0,LUVERNE,MN,56156-1526,,,,271335703003008,U,MN,,"LUVERNE,MN,56156-1526","56156-1526, Luverne, Minnesota",43.656714,-96.206472,100.0,M,,,,,,,,,,,,,,,,1989-01-01,1989-01-01,,,,SOUTHWESTERN MENTAL HEALTH CENTER INC,6
,002159662,O20,O20,HMS-O20-RG,501CX NONPROFIT,O,HS,,0.0,0.0,ST PAUL,MN,55106-0000,,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",271230345001007,U,MN,,"ST PAUL,MN,55106-0000","55106, Saint Paul, Minnesota",44.9591350000001,-93.06645,100.0,M,,,,,,,,,,,,,,,,1989-01-01,1989-01-01,,,,DAYTONS BLUFF COMMUNITY COUNCIL AND TEEN CENTER INC,6
,002159744,Z99,Z99,UNU-Z99-RG,501CX NONPROFIT,O,UN,,0.0,0.0,ST CLOUD,MN,56301-0000,,41060,"St. Cloud, MN",271450003032023,U,MN,,"ST CLOUD,MN,56301-0000","56301, Saint Cloud, Minnesota",45.5495900000001,-94.16018,100.0,M,,,,,,,,,,,,,,,,1989-01-01,1989-01-01,,,,MINNESOTA MIGRANT COUNCIL INC,6
,002159755,P33,P33,HMS-P33-RG,501CX NONPROFIT,O,HS,,0.0,0.0,EDINA,MN,55435-2393,,,,,,,,"EDIMN,55435-2393",,0,0,0.0,U,,,,,,,,,,,,,,,,1989-01-01,1989-01-01,,,,MONTESSORI DAY CARE CENTER INC,6
,002159901,E20,E20,HOS-E20-RG,501CX NONPROFIT,O,HE,,0.0,0.0,ST PAUL,MN,55101-0000,,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",271230342031009,U,MN,,"ST PAUL,MN,55101-0000","55101, Saint Paul, Minnesota",44.9512600000001,-93.09107,100.0,M,,,,,,,,,,,,,,,,1989-01-01,1989-01-01,,,,BETHESDA LUTHERAN MEDICAL CENTER,6
,002160225,P84,P84,HMS-P84-RG,501CX NONPROFIT,O,HS,,0.0,0.0,CARLTON,MN,55718-0310,,20260,"Duluth, MN-WI",270170704022001,R,MN,,"CARLTON,MN,55718-0310","55718-0310, Carlton, Minnesota",46.637604,-92.469429,100.0,M,,,,,,,,,,,,,,,,1989-01-01,1989-01-01,,,,CARLTON INDIAN EDUCATION COMMITTEE INCORPORATED,6
