EIN2,EIN,NTEE_IRS,NTEE_NCCS,NTEEV2,NCCS_LEVEL_1,NCCS_LEVEL_2,NCCS_LEVEL_3,F990_TOTAL_REVENUE_RECENT,F990_TOTAL_INCOME_RECENT,F990_TOTAL_ASSETS_RECENT,F990_ORG_ADDR_CITY,F990_ORG_ADDR_STATE,F990_ORG_ADDR_ZIP,F990_ORG_ADDR_STREET,CENSUS_CBSA_FIPS,CENSUS_CBSA_NAME,CENSUS_BLOCK_FIPS,CENSUS_URBAN_AREA,CENSUS_STATE_ABBR,CENSUS_COUNTY_NAME,ORG_ADDR_FULL,ORG_ADDR_MATCH,LATITUDE,LONGITUDE,GEOCODER_SCORE,GEOCODER_MATCH,BMF_SUBSECTION_CODE,BMF_STATUS_CODE,BMF_PF_FILING_REQ_CODE,BMF_ORGANIZATION_CODE,BMF_INCOME_CODE,BMF_GROUP_EXEMPT_NUM,BMF_FOUNDATION_CODE,BMF_FILING_REQ_CODE,BMF_DEDUCTIBILITY_CODE,BMF_CLASSIFICATION_CODE,BMF_ASSET_CODE,BMF_AFFILIATION_CODE,ORG_RULING_DATE,ORG_FISCAL_YEAR,ORG_RULING_YEAR,ORG_YEAR_FIRST,ORG_YEAR_LAST,ORG_YEAR_COUNT,ORG_PERS_ICO,ORG_NAME_SEC,ORG_NAME_CURRENT,ORG_FISCAL_PERIOD
EIN-00-2162018,2162018,A65,A65,ART-A65-RG,501CX NONPROFIT,O,AR,,0,0,ST LOUIS PARK,MN,55416-0000,,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",270531065001026,U,MN,Hennepin County,"ST LOUIS PARK,MN,55416-0000","55416, Cedar-Isles-Dean, St Louis Park, Minnesota",44.9489456365928,-93.3287890943675,100,T,,,,,,,,,,,,,,,,1989,1989,1,,,COMMUNITY THEATRE OF ST LOUIS PARK,6
EIN-00-2162839,2162839,B11,B11,EDU-B00-MS,501CX NONPROFIT,S,ZA,,0,0,MINNEAPOLIS,MN,55480-0000,,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",270531261021003,U,MN,Hennepin County,"MINNEAPOLIS,MN,55480-0000","55480, Minneapolis, Minnesota",44.9790508230001,-93.26498011,100,M,,,,,,,,,,,,,,,,1989,1989,1,,,THOMAS C WRIGHT EDUCATIONAL TRUST U/A 11395,6
EIN-00-2162885,2162885,T90,T90,PSB-T90-RG,501CX NONPROFIT,S,ZF,,0,0,MINNEAPOLIS,MN,55440-0000,,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",270531261021003,U,MN,Hennepin County,"MINNEAPOLIS,MN,55440-0000","55440, Minneapolis, Minnesota",44.9790508230001,-93.26498011,100,M,,,,,,,,,,,,,,,,1989,1989,1,,,JOSEPH KITRICK CHARITABLE TR U/A 11915,6
EIN-00-2163152,2163152,N65,N65,HMS-N65-RG,501CX NONPROFIT,O,HS,,0,0,BROOKLYN CENTER,MN,55430-2199,,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",270530202013006,U,MN,Hennepin County,"BROOKLYN CENTER,MN,55430-2199","55430, Brooklyn Center, Minnesota",45.0680201617544,-93.3030457447425,100,M,,,,,,,,,,,,,,,,1989,1989,1,,,BROOKLYN CENTER YOUTH FOOTBALL LEAGUE INC,6
EIN-00-2165437,2165437,P44,P44,HMS-P44-RG,501CX NONPROFIT,O,HS,,0,0,BURLINGTON,IA,52601-5282,,15460,"Burlington, IA-IL",190570005006019,U,IA,Des Moines County,"BURLINGTON,IA,52601-5282","52601, Burlington, Iowa",40.79294,-91.110365,100,M,,,,,,,,,,,,,,,,1989,1989,1,,,HOMEMAKERS HEALTH AIDE SERVICE INC SOUTHEAST IOWA,6
EIN-00-2166063,2166063,Z99,Z99,UNU-Z99-RG,501CX NONPROFIT,O,UN,,0,0,PELLA,IA,50219-1298,,37800,"Pella, IA",191250302012028,U,IA,Marion County,"PELLA,IA,50219-1298","50219-1298, Pella, Iowa",41.412393,-92.912292,100,M,,,,,,,,,,,,,,,,1989,1989,1,,,HILLTOP MANOR,6
EIN-00-2166371,2166371,X20,X20,REL-X20-RG,501CX NONPROFIT,O,RE,,0,0,EMMETSBURG,IA,50536-0000,,,,191479603004069,R,IA,Palo Alto County,"EMMETSBURG,IA,50536-0000","50536, Emmetsburg, Iowa",43.1092150000001,-94.67821,100,M,,,,,,,,,,,,,,,,1989,1989,1,,,CHILD EVANGELISM FELLOWSHIP INC NORTHWEST IOWA CHAPTER,6
EIN-00-2166382,2166382,Z99,Z99,UNU-Z99-RG,501CX NONPROFIT,O,UN,,0,0,IOWA CITY,IA,52240-5082,,26980,"Iowa City, IA",191030016021004,U,IA,Johnson County,"IOWA CITY,IA,52240-5082","52240-5082, Iowa City, Iowa",41.655627,-91.527228,100,M,,,,,,,,,,,,,,,,1989,1989,1,,,HERA INC,6
EIN-00-2166819,2166819,T20,T20,PSB-T20-RG,501C3 CHARITY,S,ZC,,0,0,DES MOINES,IA,50314,,19780,"Des Moines-West Des Moines, IA",191530050002017,U,IA,Polk County,"DES MOINES,IA,50314","50314, Des Moines, Iowa",41.6049400000001,-93.629385,100,M,3,,,,,,17,,,,,,1979-05,1999,1979,1989,1999,11,,,HAWKEYE BANCORPORATION FDN,5
EIN-00-2167102,2167102,T90,T90,PSB-T90-RG,501CX NONPROFIT,S,ZF,,0,0,CEDAR FALLS,IA,50613-6207,,47940,"Waterloo-Cedar Falls, IA",190130025002000,U,IA,Black Hawk County,"CEDAR FALLS,IA,50613-6207","50613-6207, Cedar Falls, Iowa",42.504417,-92.411199,100,M,,,,,,,,,,,,,,,,1989,1989,1,,,E HALLECK WEISER TRUST,6
EIN-00-2167549,2167549,X21,X21,REL-X21-RG,501CX NONPROFIT,O,RE,,0,0,DES MOINES,IA,50301-0005,,19780,"Des Moines-West Des Moines, IA",191530049001050,U,IA,Polk County,"DES MOINES,IA,50301-0005","50301-0005, Des Moines, Iowa",41.59953,-93.6195615,100,M,,,,,,,,,,,,,,,,1989,1989,1,,,IOWA EVANGELISTIC ASSOCIATION INC,6
EIN-00-2167955,2167955,B11,B11,EDU-B00-MS,501CX NONPROFIT,S,ZA,,0,0,DES MOINES,IA,50309-1978,,19780,"Des Moines-West Des Moines, IA",191530051021034,U,IA,Polk County,"DES MOINES,IA,50309-1978","50309-1978, Des Moines, Iowa",41.588847,-93.610872,100,M,,,,,,,,,,,,,,,,1989,1989,1,,,LEONA BENSON EDUCATIONAL FOUNDATION,6
EIN-00-2168604,2168604,X21,X21,REL-X21-RG,501C3 CHARITY,O,RE,,0,0,ST LOUIS,MO,63122,,41180,"St. Louis, MO-IL",291892183002004,U,MO,St. Louis County,",ST LOUIS,MO,63122","63122, Saint Louis, Missouri",38.57739,-90.408775,100,M,3,,,,,,10,,,,,,1941-07,2009,1941,1989,2009,21,,,LUTHERAN CHURCH MISSOURI SYNOD,7
EIN-00-2168673,2168673,S81,S81,PSB-S81-RG,501CX NONPROFIT,O,PB,,0,0,ST LOUIS,MO,63117-1187,,41180,"St. Louis, MO-IL",291892168001020,U,MO,St. Louis County,"ST LOUIS,MO,63117-1187","63117, Saint Louis, Missouri",38.6277050000001,-90.316765,100,M,,,,,,,,,,,,,,,,1989,1989,1,,,JUNIOR LEAGUE OF ST LOUIS INC,6
EIN-00-2169323,2169323,Z99,Z99,UNU-Z99-RG,501CX NONPROFIT,O,UN,,0,0,JEFFERSON CITY,MO,65101-1789,,27620,"Jefferson City, MO",290510105001034,U,MO,Cole County,"JEFFERSON CITY,MO,65101-1789","65101, Jefferson City, Missouri",38.571785,-92.17376,100,M,,,,,,,,,,,,,,,,1989,1989,1,,,RURAL MISSOURI INCORPORATED,6
EIN-00-2169823,2169823,L01,L0150,HMS-L50-AA,501CX NONPROFIT,O,HS,,0,0,HAYTI,MO,63851-1645,,,,291554702002024,R,MO,Pemiscot County,"HAYTI,MO,63851-1645","63851-1645, Hayti, Missouri",36.234036,-89.7482295,100,M,,,,,,,,,,,,,,,,1989,1989,1,,,MISSOURI HOUSING ALLIANCE,6
EIN-00-2170429,2170429,B20,B99,EDU-B99-RG,501C3 CHARITY,O,ED,,0,0,ELLISVILLE,MO,63011,,41180,"St. Louis, MO-IL",291892178061009,U,MO,St. Louis County,"ELLISVILLE,MO,63011","63011, Ellisville, Missouri",38.5964380563206,-90.5907583514221,100,M,3,,,,,,10,,,,,,1941-07,2008,1941,1989,2008,20,,,ST JOHNS LUTHERAN SCHOOL,7
EIN-00-2171501,2171501,B82,B82,EDU-B82-RG,501CX NONPROFIT,O,ED,,0,0,ST LOUIS,MO,63166-0387,,41180,"St. Louis, MO-IL",295101255002014,U,MO,St. Louis city,"ST LOUIS,MO,63166-0387","63166-0387, Saint Louis, Missouri",38.629089,-90.2057715,100,M,,,,,,,,,,,,,,,,1989,1989,1,,,NAWIC FOUNDERS SCHOLARSHIP FOUNDATION,6
EIN-00-2171577,2171577,T20,T20,PSB-T20-RG,501CX NONPROFIT,S,ZC,,0,0,ST LOUIS,MO,63109-0000,,41180,"St. Louis, MO-IL",295101141023002,U,MO,St. Louis city,"ST LOUIS,MO,63109-0000","63109, Saint Louis, Missouri",38.5908600000001,-90.29606,100,M,,,,,,,,,,,,,,,,1989,1989,1,,,IRVEN M AND IRVEN B SCHEIBE FOUNDATION,6
EIN-00-2173603,2173603,A50,A50,ART-A50-RG,501CX NONPROFIT,O,AR,,0,0,BONNER SPRINGS,KS,66012-9045,,28140,"Kansas City, MO-KS",202090448071005,U,KS,Wyandotte County,"BONNER SPRINGS,KS,66012-9045","66012-9045, Bonner Springs, Kansas",39.110607,-94.872438,100,M,,,,,,,,,,,,,,,,1989,1989,1,,,AGRICULTURAL HALL OF FAME,6
EIN-00-2173942,2173942,T20,T20,PSB-T20-RG,501CX NONPROFIT,S,ZC,,0,0,OVERLAND PARK,KS,66212-0000,,28140,"Kansas City, MO-KS",200910519022005,U,KS,Johnson County,"OVERLAND PARK,KS,66212-0000","66212, Overland Park, Kansas",38.9711750000001,-94.69725,100,M,,,,,,,,,,,,,,,,1989,1989,1,,,VENDO FOUNDATION,6
EIN-00-2173966,2173966,T20,T20,PSB-T20-RG,501CX NONPROFIT,S,ZC,,0,0,KANSAS CITY,MO,64141-0226,,28140,"Kansas City, MO-KS",290950158001053,U,MO,Jackson County,"KANSAS CITY,MO,64141-0226","64141-0226, Kansas City, Missouri",39.085218,-94.586301,100,M,,,,,,,,,,,,,,,,1989,1989,1,,,R C KEMPER JR CHARITABLE TRUST & FOUNDATION,6
EIN-00-2174709,2174709,P27,P27,HMS-P27-RG,501CX NONPROFIT,O,HS,,0,0,BISMARCK,ND,58501-0000,,13900,"Bismarck, ND",380150101002018,U,ND,Burleigh County,"BISMARCK,ND,58501-0000","58501, Bismarck, North Dakota",46.8112150000001,-100.7906308,100,M,,,,,,,,,,,,,,,,1989,1989,1,,,MISSOURI VALLEY FAMILY YOUNG MENS CHRISTIAN ASSOCIATION,6
EIN-00-2174941,2174941,Z99,Z99,UNU-Z99-RG,501CX NONPROFIT,O,UN,,0,0,WILLISTON,ND,58801-5131,,48780,"Williston, ND",381059541002080,U,ND,Williams County,"WILLISTON,ND,58801-5131","58801-5131, Williston, North Dakota",48.148776,-103.628682,100,M,,,,,,,,,,,,,,,,1989,1989,1,,,WILLISTON BASIN R C D,6
EIN-00-2175266,2175266,T20,T20,PSB-T20-RG,501CX NONPROFIT,S,ZC,,0,0,FARGO,ND,58102-0000,,22020,"Fargo, ND-MN",380170005011030,U,ND,Cass County,"FARGO,ND,58102-0000","58102, Fargo, North Dakota",46.88235,-96.791255,100,M,,,,,,,,,,,,,,,,1989,1989,1,,,DAWSON FOUNDATION HELEN DAWSON TRUSTEE,6
EIN-00-2175410,2175410,X21,X21,REL-X21-RG,501CX NONPROFIT,O,RE,,0,0,FARGO,ND,58102-0000,,22020,"Fargo, ND-MN",380170005011030,U,ND,Cass County,"FARGO,ND,58102-0000","58102, Fargo, North Dakota",46.88235,-96.791255,100,M,,,,,,,,,,,,,,,,1989,1989,1,,,FIRST LUTHERAN CHURCH OF BOTTINEAU FOUNDATION,6
EIN-00-2176455,2176455,A80,A80,ART-A80-RG,501CX NONPROFIT,O,AR,,0,0,PIERRE,SD,57501-1628,,38180,"Pierre, SD",460659777003022,U,SD,Hughes County,"PIERRE,SD,57501-1628","57501-1628, Pierre, South Dakota",44.376867,-100.3530915,100,M,,,,,,,,,,,,,,,,1989,1989,1,,,DAUGHTERS OF THE AMERICAN REVOLUTION OAHE CHAPTER,6
EIN-00-2177328,2177328,A03,A03,ART-A00-PA,501CX NONPROFIT,O,AR,,0,0,OMAHA,NE,68102-1208,,36540,"Omaha-Council Bluffs, NE-IA",310550016002041,U,NE,Douglas County,"OMAHA,NE,68102-1208","68102-1208, Omaha, Nebraska",41.259843,-95.945931,100,M,,,,,,,,,,,,,,,,1989,1989,1,,,JOSLYN LIBERAL ARTS SOCIETY,6
EIN-00-2177453,2177453,T99,T99,PSB-T99-RG,501CX NONPROFIT,S,ZF,,0,0,LINCOLN,NE,68506-0097,,30700,"Lincoln, NE",311090037221002,U,NE,Lancaster County,"LINCOLN,NE,68506-0097","68506-0097, Lincoln, Nebraska",40.78413,-96.642,100,M,,,,,,,,,,,,,,,,1989,1989,1,,,CHESTER G CROSS & JESSIE I CROSS CHARITABLE REMAINDER UNITRUST,6
EIN-00-2179163,2179163,E11,E20,HOS-E20-RG,501CX NONPROFIT,S,ZA,,0,0,SALINA,KS,67401-4144,,41460,"Salina, KS",201690001013001,U,KS,Saline County,"SALIKS,67401-4144","67401-4144, Salina, Kansas",38.832363,-97.609248,84,M,,,,,,,,,,,,,,,,1989,1989,1,,,ASBURY HOSPITAL ASSOCIATION,6
EIN-00-2179868,2179868,S81,S81,PSB-S81-RG,501CX NONPROFIT,O,PB,,0,0,WICHITA,KS,67206-1306,,48620,"Wichita, KS",201730073012013,U,KS,Sedgwick County,"WICHITA,KS,67206-1306","67206-1306, Wichita, Kansas",37.70649,-97.26138,100,M,,,,,,,,,,,,,,,,1989,1989,1,,,JUNIOR LEAGUE OF WICHITA INC,6
EIN-00-2180004,2180004,T20,T20,PSB-T20-RG,501CX NONPROFIT,S,ZC,,0,0,ABILENE,KS,67410-0000,,,,200410844003004,U,KS,Dickinson County,"ABILENE,KS,67410-0000","67410, Abilene, Kansas",38.9195600000001,-97.213945,100,M,,,,,,,,,,,,,,,,1989,1989,1,,,BROWN MEMORIAL FOUNDATION,6
EIN-00-2180167,2180167,T20,T20,PSB-T20-RG,501CX NONPROFIT,S,ZC,,0,0,NEWTON,KS,67114-1819,,48620,"Wichita, KS",200790301001035,U,KS,Harvey County,"NEWTON,KS,67114-1819","67114-1819, Newton, Kansas",38.050569,-97.3450305,100,M,,,,,,,,,,,,,,,,1989,1989,1,,,SCHOWALTER FOUNDATION INC,6
EIN-00-2180240,2180240,O42,O42,HMS-O42-RG,501CX NONPROFIT,O,HS,,0,0,HAYS,KS,67601-4136,,25700,"Hays, KS",200510729021014,U,KS,Ellis County,"HAYS,KS,67601-4136","67601-4136, Hays, Kansas",38.867076,-99.331902,100,M,,,,,,,,,,,,,,,,1989,1989,1,,,SUNFLOWER GIRL SCOUT COUNCIL INC,6
EIN-00-2180541,2180541,T20,T20,PSB-T20-RG,501CX NONPROFIT,S,ZC,,0,0,HESSTON,KS,67062-0000,,48620,"Wichita, KS",200790305003069,R,KS,Harvey County,"HESSTON,KS,67062-0000","67062, Hesston, Kansas",38.133995,-97.43025,100,M,,,,,,,,,,,,,,,,1989,1989,1,,,HESSTON FOUNDATION INC,6
EIN-00-2180657,2180657,L99,L99,HMS-L99-RG,501CX NONPROFIT,O,HS,,0,0,KANSAS CITY,KS,66101-1899,,28140,"Kansas City, MO-KS",202090414002005,U,KS,Wyandotte County,"KANSAS CITY,KS,66101-1899","66101-1899, Kansas City, Kansas",39.129678,-94.616352,100,M,,,,,,,,,,,,,,,,1989,1989,1,,,TURNER HOUSE INCORPORATED,6
EIN-00-2181738,2181738,T20,T20,PSB-T20-RG,501CX NONPROFIT,S,ZC,,0,0,WICHITA,KS,67201-0000,,48620,"Wichita, KS",201730043021009,U,KS,Sedgwick County,"WICHITA,KS,67201-0000","67201, Wichita, Kansas",37.689735,-97.34138,100,M,,,,,,,,,,,,,,,,1989,1989,1,,,REBECCA DUBBS MEMORIAL FUND TRUST,6
EIN-00-2181743,2181743,T20,T20,PSB-T20-RG,501CX NONPROFIT,S,ZC,,0,0,ATCHISON,KS,66002-0329,,11860,"Atchison, KS",200050818001013,U,KS,Atchison County,"ATCHISON,KS,66002-0329","66002-0329, Atchison, Kansas",39.55536,-95.135778,100,M,,,,,,,,,,,,,,,,1989,1989,1,,,MUCHNIC FOUNDATION,6
EIN-00-2181744,2181744,T90,T90,PSB-T90-RG,501CX NONPROFIT,S,ZF,,0,0,EMPORIA,KS,66801-0000,,21380,"Emporia, KS",201110001012028,U,KS,Lyon County,"EMPORIA,KS,66801-0000","66801, Emporia, Kansas",38.40678,-96.1776,100,M,,,,,,,,,,,,,,,,1989,1989,1,,,W C HUGHES TRUST,6
EIN-00-2181748,2181748,T20,T20,PSB-T20-RG,501CX NONPROFIT,S,ZC,,0,0,KANSAS CITY,KS,66101-0000,,28140,"Kansas City, MO-KS",202090420011000,U,KS,Wyandotte County,"KANSAS CITY,KS,66101-0000","66101, Kansas City, Kansas",39.1135943,-94.627325,100,M,,,,,,,,,,,,,,,,1989,1989,1,,,WILLARD J AND MARY G BREIDENTHAL FOUNDATION,6
EIN-00-2181775,2181775,T20,T20,PSB-T20-RG,501CX NONPROFIT,S,ZC,,0,0,SHORT HILLS,NJ,07078-1220,,35620,"New York-Newark-Jersey City, NY-NJ-PA",340130201003018,U,NJ,Essex County,"SHORT HILLS,NJ,07078-1220","07078-1220, Short Hills, New Jersey",40.745484,-74.325519,100,M,,,,,,,,,,,,,,,,1989,1989,1,,,HARTLEY FOUNDATION,6
EIN-00-2181777,2181777,N12,Z99,UNU-Z99-RG,501CX NONPROFIT,S,ZB,,0,0,JUNCTION CITY,KS,66441-3426,,31740,"Manhattan, KS",200610004021009,U,KS,Geary County,"JUNCTION CITY,KS,66441-3426","66441-3426, Junction City, Kansas",39.021003,-96.841071,100,M,,,,,,,,,,,,,,,,1989,1989,1,,,JELLISON BENEVOLENT SOCIETY INC,6
EIN-00-2181795,2181795,T90,T90,PSB-T90-RG,501CX NONPROFIT,S,ZF,,0,0,OTTAWA,KS,66067-2212,,36840,"Ottawa, KS",200599544002011,U,KS,Franklin County,"OTTAWA,KS,66067-2212","66067-2212, Ottawa, Kansas",38.615832,-95.26923,100,M,,,,,,,,,,,,,,,,1989,1989,1,,,TRUMAN GATES TRUST,6
EIN-00-2181823,2181823,T20,T20,PSB-T20-RG,501CX NONPROFIT,S,ZC,,0,0,LIBERAL,KS,67901-1356,,30580,"Liberal, KS",201759658003054,U,KS,Seward County,"LIBERAL,KS,67901-1356","67901, Liberal, Kansas",37.04405,-100.92678,100,M,,,,,,,,,,,,,,,,1989,1989,1,,,BAUGHMAN FOUNDATION,6
EIN-00-2181824,2181824,T20,T20,PSB-T20-RG,501CX NONPROFIT,S,ZC,,0,0,WICHITA,KS,67201-1521,,48620,"Wichita, KS",201730043021010,U,KS,Sedgwick County,"WICHITA,KS,67201-1521","67201-1521, Wichita, Kansas",37.689813,-97.3413495,100,M,,,,,,,,,,,,,,,,1989,1989,1,,,CESSNA FOUNDATION INC,6
EIN-00-2181847,2181847,T90,T90,PSB-T90-RG,501CX NONPROFIT,S,ZF,,0,0,EMPORIA,KS,66801-0000,,21380,"Emporia, KS",201110001012028,U,KS,Lyon County,"EMPORIA,KS,66801-0000","66801, Emporia, Kansas",38.40678,-96.1776,100,M,,,,,,,,,,,,,,,,1989,1989,1,,,MORGAN-WILKIE TRUST,6
EIN-00-2181865,2181865,B82,B82,EDU-B82-RG,501CX NONPROFIT,O,ED,,0,0,HIAWATHA,KS,66434-0000,,,,200134807002003,R,KS,Brown County,"HIAWATHA,KS,66434-0000","66434, Hiawatha, Kansas",39.854495,-95.53378,100,M,,,,,,,,,,,,,,,,1989,1989,1,,,H O MIDDLEBROOK SCHOLARSHIP FUND,6
EIN-00-2181879,2181879,T20,T20,PSB-T20-RG,501CX NONPROFIT,S,ZC,,0,0,SHAWNEE-MISSION,KS,66205-1962,,28140,"Kansas City, MO-KS",200910500003006,U,KS,Johnson County,"SHAWNEE-MISSION,KS,66205-1962","66205-1962, Mission, Kansas",39.038751,-94.6084815,99.9,M,,,,,,,,,,,,,,,,1989,1989,1,,,GLENDALE FUND,6
EIN-00-2182029,2182029,T20,T20,PSB-T20-RG,501CX NONPROFIT,S,ZC,,0,0,BOYNTON BEACH,FL,33436-4708,,33100,"Miami-Fort Lauderdale-Pompano Beach, FL",120990060062009,U,FL,Palm Beach County,"BOYNTON BEACH,FL,33436-4708","33436-4708, Boynton Beach, Florida",26.51931,-80.115669,100,M,,,,,,,,,,,,,,,,1989,1989,1,,,O A SUTTON FOUNDATION,6
EIN-00-2182063,2182063,T20,T20,PSB-T20-RG,501CX NONPROFIT,S,ZC,,0,0,WICHITA,KS,67201-1090,,48620,"Wichita, KS",201730043021010,U,KS,Sedgwick County,"WICHITA,KS,67201-1090","67201-1090, Wichita, Kansas",37.689813,-97.3413495,100,M,,,,,,,,,,,,,,,,1989,1989,1,,,CARL V AND HONORE G MALONEY FOUNDATION,6
EIN-00-2182104,2182104,G80,G80,HEL-G80-RG,501CX NONPROFIT,O,HE,,0,0,TOPEKA,KS,66612-0000,,45820,"Topeka, KS",201770040004008,U,KS,Shawnee County,"TOPEKA,KS,66612-0000","66612, Topeka, Kansas",39.0427050000001,-95.680885,100,M,,,,,,,,,,,,,,,,1989,1989,1,,,NATIONAL COUNCIL ON ALCOHOLISM KANSAS DIVISION,6
EIN-00-2182125,2182125,T90,T90,PSB-T90-RG,501CX NONPROFIT,S,ZF,,0,0,WICHITA,KS,67201-0000,,48620,"Wichita, KS",201730043021009,U,KS,Sedgwick County,"WICHITA,KS,67201-0000","67201, Wichita, Kansas",37.689735,-97.34138,100,M,,,,,,,,,,,,,,,,1989,1989,1,,,JOHN P GATY CHARITABLE TRUST,6
EIN-00-2182164,2182164,T20,T20,PSB-T20-RG,501CX NONPROFIT,S,ZC,,0,0,WICHITA,KS,67218-1199,,48620,"Wichita, KS",201730023001001,U,KS,Sedgwick County,"WICHITA,KS,67218-1199","67218-1199, Wichita, Kansas",37.685889,-97.296678,100,M,,,,,,,,,,,,,,,,1989,1989,1,,,PAUL ROSS CHARITABLE FOUNDATION,6
EIN-00-2182195,2182195,T20,T20,PSB-T20-RG,501CX NONPROFIT,S,ZC,,0,0,TOPEKA,KS,66601-0000,,45820,"Topeka, KS",201770040001053,U,KS,Shawnee County,"TOPEKA,KS,66601-0000","66601, Topeka, Kansas",39.0534500000001,-95.6725499999999,100,M,,,,,,,,,,,,,,,,1989,1989,1,,,BEATRICE MARTIN PECK FOUNDATION,6
EIN-00-2182245,2182245,T20,T20,PSB-T20-RG,501CX NONPROFIT,S,ZC,,0,0,RUSSELL,KS,67665-0713,,,,201679738003035,U,KS,Russell County,"RUSSELL,KS,67665-0713","67665-0713, Russell, Kansas",38.879478,-98.8630785,100,M,,,,,,,,,,,,,,,,1989,1989,1,,,ROUBACK FAMILY FOUNDATION,6
EIN-00-2182246,2182246,T20,T20,PSB-T20-RG,501CX NONPROFIT,S,ZC,,0,0,WICHITA,KS,67202-0000,,48620,"Wichita, KS",201730043011027,U,KS,Sedgwick County,"WICHITA,KS,67202-0000","67202, Wichita, Kansas",37.6869850000001,-97.33295,100,M,,,,,,,,,,,,,,,,1989,1989,1,,,PFISTER FOUNDATION,6
EIN-00-2182256,2182256,T20,T20,PSB-T20-RG,501CX NONPROFIT,S,ZC,,0,0,LARNED,KS,67550-0360,,,,201459702002102,U,KS,Pawnee County,"LARNED,KS,67550-0360","67550-0360, Larned, Kansas",38.183562,-99.1057905,100,M,,,,,,,,,,,,,,,,1989,1989,1,,,JORDAAN FOUNDATION TRUST,6
EIN-00-2182597,2182597,A50,A50,ART-A50-RG,501CX NONPROFIT,O,AR,,0,0,GREENVILLE,DE,19807-0937,,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",100030119002000,R,DE,New Castle County,"GREENVILLE,DE,19807-0937","19807-0937, Wilmington, Delaware",39.788136,-75.60873,99.9,M,,,,,,,,,,,,,,,,1989,1989,1,,,DELAWARE MUSEUM OF NATURAL HISTORY INC,6
EIN-00-2182677,2182677,Z99,Z99,UNU-Z99-RG,501CX NONPROFIT,O,UN,,0,0,WILMINGTON,DE,19801-0000,,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",100030028002005,U,DE,New Castle County,"WILMINGTON,DE,19801-0000","19801, Wilmington, Delaware",39.74355,-75.550765,100,M,,,,,,,,,,,,,,,,1989,1989,1,,,HARTEFELD ENDEAVOR INC,6
EIN-00-2182700,2182700,B83,B83,EDU-B83-RG,501CX NONPROFIT,O,ED,,0,0,INDIANAPOLIS,IN,46204,1 N PENNSYLVANIA ST FLR 12,26900,"Indianapolis-Carmel-Anderson, IN",180973910022065,U,IN,Marion County,"1 N PENNSYLVANIA ST FLR 12,INDIANAPOLIS,IN,46204","1 N Pennsylvania St, Floor 12TH, Indianapolis, Indiana, 46204",39.7673696996942,-86.1562447143807,100,T,7,,,,,287,0,20,,,,,1941-01,2012,1941,2005,2012,8,,EPSILON RHO DELAWARE,ALPHA TAU OMEGA FRATERNITY,1
EIN-00-2183454,2183454,L99,L99,HMS-L99-RG,501CX NONPROFIT,O,HS,,0,0,BURBANK,CA,91502-1107,,31080,"Los Angeles-Long Beach-Anaheim, CA",60373107043010,U,CA,Los Angeles County,"BURBANK,CA,91502-1107","91502-1107, Burbank, California",34.183998,-118.3100805,100,M,,,,,,,,,,,,,,,,1989,1989,1,,,PACIFIC HOME BURBANK NO 2,6
EIN-00-2183927,2183927,B82,B82,EDU-B82-RG,501CX NONPROFIT,O,ED,,0,0,REDDING,CA,96001-0000,,39820,"Redding, CA",60890101002007,U,CA,Shasta County,"REDDING,CA,96001-0000","96001, Redding, California",40.58214,-122.390995,100,M,,,,,,,,,,,,,,,,1989,1989,1,,,ED SCOTT SCHOLARSHIP FUND,6
EIN-00-2184907,2184907,F54,F54,HEL-F54-RG,501CX NONPROFIT,O,HE,,0,0,SUN CITY CENTER,FL,33573-5322,,45300,"Tampa-St. Petersburg-Clearwater, FL",120570140101014,U,FL,Hillsborough County,"SUN CITY CENTER,FL,33573-5322","33573-5322, Sun City Center, Florida",27.714357,-82.357551,100,M,,,,,,,,,,,,,,,,1989,1989,1,,,QUESTERS 776 MAJOR ROBERT GAMBLE,6
EIN-00-2185138,2185138,B11,B11,EDU-B00-MS,501CX NONPROFIT,S,ZA,,0,0,LOUISVILLE,KY,40201-1677,,31140,"Louisville/Jefferson County, KY-IN",211110050001004,U,KY,Jefferson County,"LOUISVILLE,KY,40201-1677","40201, Louisville, Kentucky",38.2443250000001,-85.763755,100,M,,,,,,,,,,,,,,,,1989,1989,1,,,OWEN M MCCRAW CADDIES EDUCATIONAL FOUNDATION TRUST UW,6
EIN-00-2185405,2185405,B11,B11,EDU-B00-MS,501CX NONPROFIT,S,ZA,,0,0,WARSAW,IN,46580-1447,,47700,"Warsaw, IN",180859619002036,U,IN,Kosciusko County,"WARSAW,IN,46580-1447","46580, Warsaw, Indiana",41.2377950000001,-85.8579599999999,100,M,,,,,,,,,,,,,,,,1989,1989,1,,,EARL E & MARIE M SMITH EDUCATION MEMORIAL FUND,6
