EIN2,CENSUS_CSA_FIPS,CENSUS_CBSA_FIPS,CENSUS_CBSA_NAME,CENSUS_CBSA_LEGAL_NAME,CENSUS_CBSA_LEGAL_CODE,geometry,CENSUS_BLOCK_CODE,CENSUS_BLOCK_FIPS,CENSUS_BLOCK_NAME,CENSUS_URBAN_AREA,CENSUS_URBAN_AREA_CODE,CENSUS_URBAN_AREA_TYPE,CENSUS_FUNCTIONAL_STATUS,CENSUS_BLOCK_HOUSING_UNIT_COUNT,CENSUS_BLOCK_POPULATION_COUNT,CENSUS_STATE_FIPS,CENSUS_COUNTY_FIPS,CENSUS_TRACT_CODE,CENSUS_TRACT_FIPS,CENSUS_TRACT_NAME,CENSUS_STATE_ABBR,CENSUS_COUNTY_NAME,CENSUS_STATE_NAME,ORG_FISCAL_YEAR,ORG_ADDR_FULL,ORG_ADDR_MATCH,LONGITDUE,LATITUDE,ADDR_TYPE,GEOCODER_SCORE,GEOCODER_MATCH
EIN-00-0000000,,,,,,0|0,,,,,,,,,,,,,,,,,,1996,",,",,0,0,,0,U
EIN-00-2035832,408,35620,"New York-Newark-Jersey City, NY-NJ-PA","New York-Newark-Jersey City, NY-NJ-PA Metro Area",M1,-73.8060795|40.986819,3023,361190101003023,Block 3023,U,63217,U,S,72,115,36,119,10100,36119010100,Census Tract 101,NY,Westchester County,New York,1989,"SCARSDALE,NY,10583-5313","10583-5313, Scarsdale, New York",-73.8060795,40.986819,PostalExt,100,M
EIN-00-2035841,408,35620,"New York-Newark-Jersey City, NY-NJ-PA","New York-Newark-Jersey City, NY-NJ-PA Metro Area",M1,-74.4576|40.5754400000001,3003,340230004043003,Block 3003,U,63217,U,S,29,79,34,23,404,34023000404,Census Tract 4.04,NJ,Middlesex County,New Jersey,1989,"PISCATAWAY,NJ,08854-2798","08854, Piscataway, New Jersey",-74.4576,40.5754400000001,Postal,100,M
EIN-00-2036130,408,35620,"New York-Newark-Jersey City, NY-NJ-PA","New York-Newark-Jersey City, NY-NJ-PA Metro Area",M1,-73.692918|41.034591,4030,361190086024030,Block 4030,U,10162,U,S,18,46,36,119,8602,36119008602,Census Tract 86.02,NY,Westchester County,New York,2010,"700 ANDERSON HILL RD MD 426,PURCHASE,NY,10577","700 Anderson Hill Rd, Purchase, New York, 10577",-73.692918,41.034591,PointAddress,98.65,M
EIN-00-2036166,428,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",M1,-75.1638105|40.472028,3008,420171039003008,Block 3008,R,,,S,6,9,42,17,103900,42017103900,Census Tract 1039,PA,Bucks County,Pennsylvania,1989,"OTTSVILLE,PA,18942-0104","18942-0104, Ottsville, Pennsylvania",-75.1638105,40.472028,PostalExt,100,M
EIN-00-2036245,408,35620,"New York-Newark-Jersey City, NY-NJ-PA","New York-Newark-Jersey City, NY-NJ-PA Metro Area",M1,-73.9530315|40.769028,2000,360610132012000,Block 2000,U,63217,U,S,752,1174,36,61,13201,36061013201,Census Tract 132.01,NY,New York County,New York,1989,"NEW YORK,NY,10021-0226","10021-0226, New York, New York",-73.9530315,40.769028,PostalExt,100,M
EIN-00-2036252,408,35620,"New York-Newark-Jersey City, NY-NJ-PA","New York-Newark-Jersey City, NY-NJ-PA Metro Area",M1,-74.1655485|41.080869,1006,340030321031006,Block 1006,U,63217,U,S,132,204,34,3,32103,34003032103,Census Tract 321.03,NJ,Bergen County,New Jersey,1989,"MAHWAH,NJ,07430-2023","07430-2023, Mahwah, New Jersey",-74.1655485,41.080869,PostalExt,100,M
EIN-00-2036298,408,35620,"New York-Newark-Jersey City, NY-NJ-PA","New York-Newark-Jersey City, NY-NJ-PA Metro Area",M1,-73.9810305|40.751793,2003,360610082002003,Block 2003,U,63217,U,S,167,225,36,61,8200,36061008200,Census Tract 82,NY,New York County,New York,1989,"NEW YORK,NY,10016-0202","10016-0202, New York, New York",-73.9810305,40.751793,PostalExt,100,M
EIN-00-2036346,408,35620,"New York-Newark-Jersey City, NY-NJ-PA","New York-Newark-Jersey City, NY-NJ-PA Metro Area",M1,-73.92888|40.856751,7000,360610279007000,Block 7000,U,63217,U,S,308,878,36,61,27900,36061027900,Census Tract 279,NY,New York County,New York,1989,"NEW YORK,NY,10040-3172","10040-3172, New York, New York",-73.92888,40.856751,PostalExt,100,M
EIN-00-2036371,408,35620,"New York-Newark-Jersey City, NY-NJ-PA","New York-Newark-Jersey City, NY-NJ-PA Metro Area",M1,-73.79109|41.295312,2003,361190148082003,Block 2003,U,63217,U,S,49,147,36,119,14808,36119014808,Census Tract 148.08,NY,Westchester County,New York,1989,"YORKTOWN,NY,10598-0104","10598-0104, Yorktown Heights, New York",-73.79109,41.295312,PostalExt,97.18,M
EIN-00-2036435,408,35620,"New York-Newark-Jersey City, NY-NJ-PA","New York-Newark-Jersey City, NY-NJ-PA Metro Area",M1,-73.9810305|40.751793,2003,360610082002003,Block 2003,U,63217,U,S,167,225,36,61,8200,36061008200,Census Tract 82,NY,New York County,New York,1989,"NEW YORK,NY,10016-0203","10016-0203, New York, New York",-73.9810305,40.751793,PostalExt,100,M
EIN-00-2036439,408,35620,"New York-Newark-Jersey City, NY-NJ-PA","New York-Newark-Jersey City, NY-NJ-PA Metro Area",M1,-73.9981099999999|40.750955,1011,360610103001011,Block 1011,U,63217,U,S,9,30,36,61,10300,36061010300,Census Tract 103,NY,New York County,New York,1989,"NEW YORK,NY,10001-0000","10001, New York, New York",-73.9981099999999,40.750955,Postal,100,M
EIN-00-2036514,408,35620,"New York-Newark-Jersey City, NY-NJ-PA","New York-Newark-Jersey City, NY-NJ-PA Metro Area",M1,-73.9272|40.81654,1001,360050051001001,Block 1001,U,63217,U,S,58,158,36,5,5100,36005005100,Census Tract 51,NY,Bronx County,New York,1989,"BRONX,NY,10451-3195","10451, Bronx, New York",-73.9272,40.81654,Postal,100,M
EIN-00-2036584,408,35620,"New York-Newark-Jersey City, NY-NJ-PA","New York-Newark-Jersey City, NY-NJ-PA Metro Area",M1,-73.9562805|40.871556,6020,340030160006020,Block 6020,U,63217,U,S,15,45,34,3,16000,34003016000,Census Tract 160,NJ,Bergen County,New Jersey,1989,"ENGLEWOOD CLIFFS,NJ,07632-2502","07632-2502, Englewood Cliffs, New Jersey",-73.9562805,40.871556,PostalExt,100,M
EIN-00-2036586,408,35620,"New York-Newark-Jersey City, NY-NJ-PA","New York-Newark-Jersey City, NY-NJ-PA Metro Area",M1,-73.979352|40.755474,1003,360610094001003,Block 1003,U,63217,U,S,1,7,36,61,9400,36061009400,Census Tract 94,NY,New York County,New York,1989,"NEW YORK,NY,10017-3610","10017-3610, New York, New York",-73.979352,40.755474,PostalExt,100,M
EIN-00-2036793,408,35620,"New York-Newark-Jersey City, NY-NJ-PA","New York-Newark-Jersey City, NY-NJ-PA Metro Area",M1,-73.959561|40.766706,4000,360610118004000,Block 4000,U,63217,U,S,534,904,36,61,11800,36061011800,Census Tract 118,NY,New York County,New York,1989,"NEW YORK,NY,10021-5706","10021-5706, New York, New York",-73.959561,40.766706,PostalExt,100,M
EIN-00-2036795,148,14460,"Boston-Cambridge-Newton, MA-NH","Boston-Cambridge-Newton, MA-NH Metro Area",M1,-71.1185260999999|42.3761418,2010,250173536002010,Block 2010,U,9271,U,S,56,781,25,17,353600,25017353600,Census Tract 3536,MA,Middlesex County,Massachusetts,1989,"CAMBRIDGE,MA,02138-0000","02138, Cambridge, Massachusetts",-71.1185260999999,42.3761418,Postal,100,M
EIN-00-2036871,408,35620,"New York-Newark-Jersey City, NY-NJ-PA","New York-Newark-Jersey City, NY-NJ-PA Metro Area",M1,-74.2061205|40.878837,1003,340311540031003,Block 1003,U,63217,U,S,137,195,34,31,154003,34031154003,Census Tract 1540.03,NJ,Passaic County,New Jersey,1989,"LITTLE FALLS,NJ,07424-1803","07424-1803, Little Falls, New Jersey",-74.2061205,40.878837,PostalExt,100,M
EIN-00-2037026,148,14460,"Boston-Cambridge-Newton, MA-NH","Boston-Cambridge-Newton, MA-NH Metro Area",M1,-70.6200474070003|42.6248837557999,3009,250092213003009,Block 3009,U,9271,U,S,130,116,25,9,221300,25009221300,Census Tract 2213,MA,Essex County,Massachusetts,2010,"10 NAIOMI DR,GLOUCESTER,MA,1930","10 Naiomi Dr, Gloucester, Massachusetts, 01930",-70.6200474070003,42.6248837557999,StreetAddress,100,M
EIN-00-2037063,408,35620,"New York-Newark-Jersey City, NY-NJ-PA","New York-Newark-Jersey City, NY-NJ-PA Metro Area",M1,-73.9945395|40.711491,5000,360610008005000,Block 5000,U,63217,U,S,1531,2845,36,61,800,36061000800,Census Tract 8,NY,New York County,New York,1989,"NEW YORK,NY,10002-7807","10002-7807, New York, New York",-73.9945395,40.711491,PostalExt,100,M
EIN-00-2037076,408,35620,"New York-Newark-Jersey City, NY-NJ-PA","New York-Newark-Jersey City, NY-NJ-PA Metro Area",M1,-74.010681|40.708818,1000,360610007001000,Block 1000,U,63217,U,S,0,0,36,61,700,36061000700,Census Tract 7,NY,New York County,New York,1989,"NEW YORK,NY,10005-1103","10005-1103, New York, New York",-74.010681,40.708818,PostalExt,100,M
EIN-00-2037121,408,35620,"New York-Newark-Jersey City, NY-NJ-PA","New York-Newark-Jersey City, NY-NJ-PA Metro Area",M1,-74.0140785|40.702626,1018,360610009001018,Block 1018,U,63217,U,S,0,4,36,61,31900,36061031900,Census Tract 319,NY,New York County,New York,1989,"NEW YORK,NY,10004-1412","10004-1412, New York, New York",-74.0140785,40.702626,PostalExt,100,M
EIN-00-2037241,408,35620,"New York-Newark-Jersey City, NY-NJ-PA","New York-Newark-Jersey City, NY-NJ-PA Metro Area",M1,-74.658789|40.710834,2027,340350528002027,Block 2027,R,,,S,0,0,34,35,52800,34035052800,Census Tract 528,NJ,Somerset County,New Jersey,1989,"PEAPACK,NJ,07977-0018","07977-0018, Peapack, New Jersey",-74.658789,40.710834,PostalExt,100,M
EIN-00-2037584,408,35620,"New York-Newark-Jersey City, NY-NJ-PA","New York-Newark-Jersey City, NY-NJ-PA Metro Area",M1,-73.9680885|40.759362,1000,360610108011000,Block 1000,U,63217,U,S,165,197,36,61,10801,36061010801,Census Tract 108.01,NY,New York County,New York,1989,"NEW YORK,NY,10022-3904","10022-3904, New York, New York",-73.9680885,40.759362,PostalExt,100,M
EIN-00-2037804,408,35620,"New York-Newark-Jersey City, NY-NJ-PA","New York-Newark-Jersey City, NY-NJ-PA Metro Area",M1,-73.979352|40.755474,1003,360610094001003,Block 1003,U,63217,U,S,1,7,36,61,9400,36061009400,Census Tract 94,NY,New York County,New York,1989,"NEW YORK,NY,10017-3610","10017-3610, New York, New York",-73.979352,40.755474,PostalExt,100,M
EIN-00-2037876,408,35620,"New York-Newark-Jersey City, NY-NJ-PA","New York-Newark-Jersey City, NY-NJ-PA Metro Area",M1,-73.9463085|40.774887,1000,360610144011000,Block 1000,U,63217,U,S,550,1042,36,61,14401,36061014401,Census Tract 144.01,NY,New York County,New York,2010,"525 E 85TH ST,NEW YORK,NY,10028","525 E 85th St, New York, New York, 10028",-73.9463085,40.774887,PointAddress,100,M
EIN-00-2039117,104,10580,"Albany-Schenectady-Troy, NY","Albany-Schenectady-Troy, NY Metro Area",M1,-73.7502949999999|42.6544050000001,2009,360010002012009,Block 2009,U,970,U,S,74,110,36,1,201,36001000201,Census Tract 2.01,NY,Albany County,New York,1989,"ALBANY,NY,12207-1498","12207, Albany, New York",-73.7502949999999,42.6544050000001,Postal,100,M
EIN-00-2039148,104,10580,"Albany-Schenectady-Troy, NY","Albany-Schenectady-Troy, NY Metro Area",M1,-73.776069|42.660063,1000,360010015001000,Block 1000,U,970,U,S,345,434,36,1,1500,36001001500,Census Tract 15,NY,Albany County,New York,1989,"ALBANY,NY,12203-1498","12203-1498, Albany, New York",-73.776069,42.660063,PostalExt,100,M
EIN-00-2040649,104,24020,"Glens Falls, NY","Glens Falls, NY Metro Area",M1,-73.3788153|42.9572254,2051,361150920002051,Block 2051,R,,,S,7,15,36,115,92000,36115092000,Census Tract 920,NY,Washington County,New York,1989,"EAGLE RIDGE,NY,12057-0000","12057, Eagle Bridge, New York",-73.3788153,42.9572254,Postal,96.83,M
EIN-00-2040837,104,10580,"Albany-Schenectady-Troy, NY","Albany-Schenectady-Troy, NY Metro Area",M1,-73.7514302|42.6476557,1093,360010011001093,Block 1093,U,970,U,S,9,18,36,1,1100,36001001100,Census Tract 11,NY,Albany County,New York,1989,"ALBANY,NY,12201-0000","12201, Albany, New York",-73.7514302,42.6476557,Postal,100,M
EIN-00-2040838,104,10580,"Albany-Schenectady-Troy, NY","Albany-Schenectady-Troy, NY Metro Area",M1,-73.7514302|42.6476557,1093,360010011001093,Block 1093,U,970,U,S,9,18,36,1,1100,36001001100,Census Tract 11,NY,Albany County,New York,1989,"ALBANY,NY,12201-0000","12201, Albany, New York",-73.7514302,42.6476557,Postal,100,M
EIN-00-2040839,104,10580,"Albany-Schenectady-Troy, NY","Albany-Schenectady-Troy, NY Metro Area",M1,-73.7514302|42.6476557,1093,360010011001093,Block 1093,U,970,U,S,9,18,36,1,1100,36001001100,Census Tract 11,NY,Albany County,New York,1989,"ALBANY,NY,12201-0000","12201, Albany, New York",-73.7514302,42.6476557,Postal,100,M
EIN-00-2040840,104,10580,"Albany-Schenectady-Troy, NY","Albany-Schenectady-Troy, NY Metro Area",M1,-73.77696|42.665292,3010,360010006003010,Block 3010,U,970,U,S,85,152,36,1,600,36001000600,Census Tract 6,NY,Albany County,New York,1989,"ALBANY,NY,12206-2394","12206-2394, Albany, New York",-73.77696,42.665292,PostalExt,100,M
EIN-00-2041793,,46540,"Utica-Rome, NY","Utica-Rome, NY Metro Area",M1,-75.263922|43.076997,1011,360650217011011,Block 1011,U,89785,U,S,217,280,36,65,21701,36065021701,Census Tract 217.01,NY,Oneida County,New York,1989,"UTICA,NY,13501-6099","13501-6099, Utica, New York",-75.263922,43.076997,PostalExt,100,M
EIN-00-2042139,296,27060,"Ithaca, NY","Ithaca, NY Metro Area",M1,-76.5001|42.444575,1056,361090008001056,Block 1056,U,41914,U,S,47,77,36,109,800,36109000800,Census Tract 8,NY,Tompkins County,New York,1989,"ITHACA,NY,14850-0000","14850, Ithaca, New York",-76.5001,42.444575,Postal,100,M
EIN-00-2043913,532,45060,"Syracuse, NY","Syracuse, NY Metro Area",M1,-76.132899|43.570692,1001,360750203011001,Block 1001,R,,,S,66,169,36,75,20301,36075020301,Census Tract 203.01,NY,Oswego County,New York,1989,"PULASKI,NY,13142-1418","13142-1418, Pulaski, New York",-76.132899,43.570692,PostalExt,100,M
EIN-00-2045045,464,40380,"Rochester, NY","Rochester, NY Metro Area",M1,-77.606181|43.161489,1014,360550093011014,Block 1014,U,75664,U,S,1,11,36,55,9301,36055009301,Census Tract 93.01,NY,Monroe County,New York,1989,"ROCHESTER,NY,14603-1412","14603-1412, Rochester, New York",-77.606181,43.161489,PostalExt,100,M
EIN-00-2045274,176,16980,"Chicago-Naperville-Elgin, IL-IN-WI","Chicago-Naperville-Elgin, IL-IN-WI Metro Area",M1,-87.62868|41.879538,1084,170318391001084,Block 1084,U,16264,U,S,1,11,17,31,839100,17031839100,Census Tract 8391,IL,Cook County,Illinois,1989,"CHICAGO,IL,60603-5501","60603-5501, Chicago, Illinois",-87.62868,41.879538,PostalExt,100,M
EIN-00-2045399,464,40380,"Rochester, NY","Rochester, NY Metro Area",M1,-77.604039|43.157538,1011,360550094021011,Block 1011,U,75664,U,S,0,0,36,55,9402,36055009402,Census Tract 94.02,NY,Monroe County,New York,1989,"ROCHESTER,NY,14604-2205","14604-2205, Rochester, New York",-77.604039,43.157538,PostalExt,100,M
EIN-00-2045409,160,15380,"Buffalo-Cheektowaga, NY","Buffalo-Cheektowaga, NY Metro Area",M1,-78.7476825|42.798744,2006,360290137022006,Block 2006,U,11350,U,S,2,23,36,29,13702,36029013702,Census Tract 137.02,NY,Erie County,New York,2024,"3210 SOUTHWESTERN BLVD,ORCHARD PARK,NY,14127-1229","3210 Southwestern Blvd, Orchard Park, New York, 14127",-78.7476825,42.798744,PointAddress,100,M
EIN-00-2045637,348,31080,"Los Angeles-Long Beach-Anaheim, CA","Los Angeles-Long Beach-Anaheim, CA Metro Area",M1,-118.3835385|34.060068,2003,60372164022003,Block 2003,U,51445,U,S,46,94,6,37,216402,6037216402,Census Tract 2164.02,CA,Los Angeles County,California,1989,"LOS ANGELES,CA,90035-1602","90035-1602, Los Angeles, California",-118.3835385,34.060068,PostalExt,100,M
EIN-00-2045748,,41740,"San Diego-Chula Vista-Carlsbad, CA","San Diego-Chula Vista-Carlsbad, CA Metro Area",M1,-117.2500785|32.722299,3012,60730072003012,Block 3012,U,78661,U,S,19,34,6,73,7200,6073007200,Census Tract 72,CA,San Diego County,California,1989,"SAN DIEGO,CA,92106-2803","92106-2803, San Diego, California",-117.2500785,32.722299,PostalExt,100,M
EIN-00-2045775,160,15380,"Buffalo-Cheektowaga, NY","Buffalo-Cheektowaga, NY Metro Area",M1,-78.87699|42.88977,2021,360290165002021,Block 2021,U,11350,U,S,7,19,36,29,16500,36029016500,Census Tract 165,NY,Erie County,New York,1989,"BUFFALO,NY,14202-2102","14202-2102, Buffalo, New York",-78.87699,42.88977,PostalExt,100,M
EIN-00-2046588,464,40380,"Rochester, NY","Rochester, NY Metro Area",M1,-77.6061799999999|43.1614900000001,1014,360550093011014,Block 1014,U,75664,U,S,1,11,36,55,9301,36055009301,Census Tract 93.01,NY,Monroe County,New York,1989,"ROCHESTER,NY,14603-0000","14603, Rochester, New York",-77.6061799999999,43.1614900000001,Postal,100,M
EIN-00-2046810,408,35620,"New York-Newark-Jersey City, NY-NJ-PA","New York-Newark-Jersey City, NY-NJ-PA Metro Area",M1,-74.064501|40.350177,3007,340258036023007,Block 3007,U,63217,U,S,74,132,34,25,803602,34025803602,Census Tract 8036.02,NJ,Monmouth County,New Jersey,1989,"RED BANK,NJ,07701-1857","07701-1857, Red Bank, New Jersey",-74.064501,40.350177,PostalExt,100,M
EIN-00-2047015,408,35620,"New York-Newark-Jersey City, NY-NJ-PA","New York-Newark-Jersey City, NY-NJ-PA Metro Area",M1,-74.4523785|40.855248,1011,340270416041011,Block 1011,U,63217,U,S,16,64,34,27,41604,34027041604,Census Tract 416.04,NJ,Morris County,New Jersey,1989,"MORRIS PLAINS,NJ,07950-3113","07950-3113, Morris Plains, New Jersey",-74.4523785,40.855248,PostalExt,100,M
EIN-00-2047129,428,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",M1,-75.327912|39.649833,1021,340330208001021,Block 1021,R,,,S,51,86,34,33,20800,34033020800,Census Tract 208,NJ,Salem County,New Jersey,1989,"WOODSTOWN,NJ,08098-1188","08098-1188, Woodstown, New Jersey",-75.327912,39.649833,PostalExt,100,M
EIN-00-2047248,428,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",M1,-75.1191949999999|39.94985,3010,340076008003010,Block 3010,U,69076,U,S,93,318,34,7,600800,34007600800,Census Tract 6008,NJ,Camden County,New Jersey,1989,"CAMDEN,NJ,08102-0000","08102, Camden, New Jersey",-75.1191949999999,39.94985,Postal,100,M
EIN-00-2047337,408,45940,"Trenton-Princeton, NJ","Trenton-Princeton, NJ Metro Area",M1,-74.762109|40.220217,5004,340210009005004,Block 5004,U,88462,U,S,126,177,34,21,900,34021000900,Census Tract 9,NJ,Mercer County,New Jersey,1989,"TRENTON,NJ,08608-1714","08608-1714, Trenton, New Jersey",-74.762109,40.220217,PostalExt,100,M
EIN-00-2047430,408,45940,"Trenton-Princeton, NJ","Trenton-Princeton, NJ Metro Area",M1,-74.6717985|40.35114,1006,340210045021006,Block 1006,U,63217,U,S,7,23,34,21,4502,34021004502,Census Tract 45.02,NJ,Mercer County,New Jersey,1989,"PRINCETON,NJ,08540-3020","08540-3020, Princeton, New Jersey",-74.6717985,40.35114,PostalExt,100,M
EIN-00-2047433,408,35620,"New York-Newark-Jersey City, NY-NJ-PA","New York-Newark-Jersey City, NY-NJ-PA Metro Area",M1,-73.9776285|40.745448,1000,360610070021000,Block 1000,U,63217,U,S,835,1318,36,61,7002,36061007002,Census Tract 70.02,NY,New York County,New York,1989,"NEW YORK,NY,10016-4888","10016-4888, New York, New York",-73.9776285,40.745448,PostalExt,100,M
EIN-00-2047434,408,45940,"Trenton-Princeton, NJ","Trenton-Princeton, NJ Metro Area",M1,-74.79513|40.237848,3014,340210013003014,Block 3014,U,88462,U,S,18,34,34,21,1300,34021001300,Census Tract 13,NJ,Mercer County,New Jersey,1989,"TRENTON,NJ,08618-3301","08618-3301, Trenton, New Jersey",-74.79513,40.237848,PostalExt,100,M
EIN-00-2047437,408,45940,"Trenton-Princeton, NJ","Trenton-Princeton, NJ Metro Area",M1,-74.817835|40.2634450000001,3012,340210037083012,Block 3012,U,88462,U,S,14,28,34,21,3708,34021003708,Census Tract 37.08,NJ,Mercer County,New Jersey,1989,"TRENTON,NJ,08628-3514","08628, Trenton, New Jersey",-74.817835,40.2634450000001,Postal,100,M
EIN-00-2047444,408,45940,"Trenton-Princeton, NJ","Trenton-Princeton, NJ Metro Area",M1,-74.69305|40.23749,1021,340210029031021,Block 1021,U,88462,U,S,80,206,34,21,2902,34021002902,Census Tract 29.02,NJ,Mercer County,New Jersey,1989,"TRENTON,NJ,08619-0000","08619, Trenton, New Jersey",-74.69305,40.23749,Postal,100,M
EIN-00-2047518,408,35620,"New York-Newark-Jersey City, NY-NJ-PA","New York-Newark-Jersey City, NY-NJ-PA Metro Area",M1,-74.45203|40.81744,4028,340270422004028,Block 4028,U,63217,U,S,20,63,34,27,42200,34027042200,Census Tract 422,NJ,Morris County,New Jersey,2010,"PO BOX 1474,MORRISTOWN,NJ,7962","07962, Morristown, New Jersey",-74.45203,40.81744,Postal,98,M
EIN-00-2048285,408,35620,"New York-Newark-Jersey City, NY-NJ-PA","New York-Newark-Jersey City, NY-NJ-PA Metro Area",M1,-74.2155549999999|40.816355,3004,340130168003004,Block 3004,U,63217,U,S,305,417,34,13,16800,34013016800,Census Tract 168,NJ,Essex County,New Jersey,1989,"MONTCLAIR,NJ,07042-0000","07042, Montclair, New Jersey",-74.2155549999999,40.816355,Postal,100,M
EIN-00-2048609,408,35620,"New York-Newark-Jersey City, NY-NJ-PA","New York-Newark-Jersey City, NY-NJ-PA Metro Area",M1,-74.218965|40.7585800000001,2003,340130112002003,Block 2003,U,63217,U,S,82,157,34,13,11200,34013011200,Census Tract 112,NJ,Essex County,New Jersey,1989,"EAST ORANGE,NJ,07018-3897","07018, East Orange, New Jersey",-74.218965,40.7585800000001,Postal,100,M
EIN-00-2048664,408,35620,"New York-Newark-Jersey City, NY-NJ-PA","New York-Newark-Jersey City, NY-NJ-PA Metro Area",M1,-74.26812|40.72277,1006,340130198001006,Block 1006,U,63217,U,S,37,124,34,13,19800,34013019800,Census Tract 198,NJ,Essex County,New Jersey,1989,"MAPLEWOOD,NJ,07040-0000","07040, Maplewood, New Jersey",-74.26812,40.72277,Postal,100,M
EIN-00-2048751,408,35620,"New York-Newark-Jersey City, NY-NJ-PA","New York-Newark-Jersey City, NY-NJ-PA Metro Area",M1,-74.303215|40.6583400000001,4013,340390370004013,Block 4013,U,63217,U,S,70,99,34,39,37000,34039037000,Census Tract 370,NJ,Union County,New Jersey,2003,"CRANFORD,NJ,7016","07016, Cranford, New Jersey",-74.303215,40.6583400000001,Postal,100,M
